values,AB03,AB06,AB07,AB08,AB10,AB11,AB16,AB25,AB29,AB30,BC08,BC10,MB01,MB02,MB04,MB05,MB06,MB07,NB01,NB02,NL01,NS01,NS02,NS03,NT01,NT03,ON02,PC01,PC02,PE01,QC02,QC03,QC04,QC05,QC06,SK01,SK02,SK03,SK04,SK05,SK06,YT01,YT02
PINU_RAD_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_RES_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,25,NA,NA,NA,315,2,1,1159,1579,57,1736,1782,2671,NA,NA,19148,NA,NA,16,99,NA,895,13336,4616,NA,NA,NA,NA,NA,NA,NA,NA
PINU_RIG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_SPP_###,2436,2,NA,NA,14,NA,NA,3907,3955,NA,12,12,NA,NA,NA,NA,NA,NA,4863,5044,NA,NA,NA,NA,NA,NA,8,NA,235,NA,738,NA,200,1529,119,NA,NA,NA,NA,NA,NA,NA,NA
PINU_STR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,16617,20864,234,35610,36426,30238,NA,NA,40093,NA,NA,61,540,NA,3382,25346,21175,NA,NA,NA,NA,NA,NA,NA,NA
PINU_SYL_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,11,6,44,41,14,NA,NA,263,NA,NA,7,21,NA,67,22,146,NA,7,NA,NA,NA,NA,NA,NA
POPU_ALB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POPU_BAL_###,5945,369,1010,1685,15078,3944,15379,64703,77795,NA,68401,73306,2708,14833,5991,54715,37724,917,NA,117,NA,17,26,11,14137,19613,17809,NA,NA,NA,NA,NA,2,5148,11,10172,2694,208,56662,11727,3874,1567,1456
POPU_BAL_BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1182,1289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POPU_DEL_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
POPU_GRA_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,5121,NA,NA,NA,NA,NA,5,65,5,NA,NA,NA,NA,NA,NA,NA,NA
POPU_HYB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,28,10,58,NA,NA,NA,NA,NA,NA,NA,NA
POPU_SPP_###,6,NA,NA,NA,306,NA,NA,510,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,49106,53517,NA,20494,21053,22638,NA,NA,11966,514,310,12340,17564,210,64678,103096,135366,NA,NA,NA,NA,NA,NA,NA,NA
POPU_TRE_###,8106,3100,4368,8587,33743,6809,17950,57890,71259,NA,273023,302659,8276,10915,4259,96584,22501,14004,NA,445,4927,NA,NA,NA,30171,40569,209236,NA,NA,NA,35,NA,9486,86298,7275,62144,5053,1752,59990,39045,38701,9725,8922
POPU_TRI_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9137,12209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRUN_EMA_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRUN_PEN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRUN_SER_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,45,42,NA,NA,705,NA,NA,NA,NA,NA,4,36,4,NA,NA,NA,NA,NA,NA,NA,NA
PRUN_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSEU_MEN_###,NA,NA,NA,NA,NA,NA,NA,4164,4038,NA,86342,81155,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSEU_MEN_GLA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81611,98053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSEU_MEN_MEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18739,27969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSEU_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QUER_ALB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
QUER_GAR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QUER_MAC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,14455,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,4,NA,NA,NA,NA
QUER_PAL_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QUER_RUB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5194,5268,10194,NA,NA,19645,NA,NA,7,NA,NA,319,20377,5237,NA,NA,NA,NA,NA,NA,NA,NA
QUER_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,34,5,NA,NA,NA,NA,NA,NA,NA,NA
ROBI_PSE_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALI_AMY_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALI_BEB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALI_DIS_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALI_LUC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALI_SCO_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALI_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,133,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,34,34,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SASS_ALB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAXU_BRE_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAXU_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THUJ_OCC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1844,18,3,29810,31999,NA,5,5,5,NA,NA,56267,NA,NA,252,555,6,10782,45883,45728,NA,NA,NA,NA,NA,NA,NA,NA
THUJ_PLI_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183367,204980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THUJ_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TILI_AME_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3481,NA,NA,NA,NA,NA,NA,1299,4,NA,NA,NA,NA,NA,NA,NA,NA
TILI_PLA_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TSUG_CAN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3029,3477,NA,8641,8766,9923,NA,NA,11293,NA,NA,21,310,NA,2098,7318,5277,NA,NA,NA,NA,NA,NA,NA,NA
TSUG_HET_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243704,276760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TSUG_MER_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45124,52886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TSUG_MER_HET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TSUG_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32189,32101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ULMU_AME_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1217,2,NA,NA,NA,NA,34,37,24,NA,NA,463,NA,NA,125,NA,NA,NA,49,2,186,NA,NA,74,NA,NA,NA,NA
ULMU_RUB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ULMU_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,112,1,NA,NA,NA,NA,NA,NA,NA,NA
UNKN_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
